Hybrid,Code,Label,afwm4,alwm2,alwm3,,,,agwm4,,aowm2,arwm4,azwm2,,,bdwm3,bdwm5,bbwm4,blwm3,blwm4,bzwm3,bzwm4,,bjwm5,btwm4,,bowm2,bhwm2,bhwm3,bhwm4,bswm2,,bfwm3,,buwm2,buwm3,cmwm2,cmwm3,cmwm5,,cfwm2,cfwm3,cfwm4,,tdwm2,tdwm4,,kmwm2,,crwm4,,,ciwm2,ciwm3,,,,cuwm3,cuwm4,cuwm5,,,,cdwm2,cdwm4,djwm3,drwm2,drwm5,,eswm5,,eqwm2,,,,gmwm2,gmwm3,,,gewm3,,ghwm3,ghwm4,,,,gbwm2,gbwm3,,gbwm5,gywm2,gywm3,gywm5,,,,idwm2,,,,,irwm2,irwm3,irwm4,,jawm3,jawm4,kkwm3,kkwm4,kkwm5,kewm2,,kywm3,kywm5,,lawm2,lawm3,lawm4,,,lswm2,,,,mdwm2,,mwwm3,mwwm5,,,,mlwm4,mlwm5,,mrwm3,mrwm4,,mxwm5,,mowm2,mowm3,mowm4,mowm5,mtwm3,mtwm5,,mzwm3,,mywm2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,egwm4,kowm5,,,,,,,,,,,npwm5,,niwm2,,,ngwm3,ngwm4,,,,,,pnwm5,pywm5,,phwm2,,mbwm2,mbwm4,rwwm2,sawm4,,stwm2,,stwm5,,snwm2,sbwm3,sbwm4,sbwm5,,slwm2,slwm3,slwm4,,,smwm3,,sdwm2s,sswm4,,pswm4,pswm5,,sdwm2n,sdwm4,sdwm5,suwm2,suwm3,suwm4,,,szwm2,szwm4,szwm5,,,sywm3,tjwm2,tjwm3,,mcwm3,mcwm4,thwm3,thwm4,,,tgwm2,tgwm3,tgwm4,ttwm2,ttwm3,,,,tnwm4,,,tmwm3,tmwm5,,uawm3,uawm4,,,urwm4,uzwm2,uzwm3,vawm3,vzwm2,,vnwm2,vnwm3,vnwm4,vnwm5,,yewm3,,zmwm2,zwwm3,zwwm5,,,,,,,
,1,Months,1 = Months {32},,,,,,1 = Mois {15},,,,,,,,1 = Months {11},1 = Months {1},,,,,,1 = Mois {55},1 = Months {1},,,,,,,,,,,,,,1 = Mois {15},,,,1 = Mois {33},,,1 = Mois {20},,,,1 = Meses {12},,,,,,,,,1 = Meses {25},1 = Meses {5},,,,,1 = Mois {28},,,1 = Meses {42},,1 = Meses {11},,,,,,,,,,,,,1 = Months {10},,,,,,,1 = MÃªs {8},,,1 = Months {7},,,,,,,,,,,1 = Months {10},,,1 = Months {3},,1 = Months {9},1 = Months {1},,,,,,,,1 = Months {5},,,,,,,,,,1 = Months {21},,,,1 = Mois {11} ,1 = Mois {25} ,,,1 = Mois {15},,1 = Meses {32},,,,1 = Months {},2 = Months {15},,1 = Months {4},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 = Months {6},1 = Months {3},,,,,,,,,,,1 = Months {1},,,,,,1 = Months {36},,,,,,1 = Meses {12},1 = Meses {6},,,,,,,1 = Months {1},,,,1 = MÃƒÂªs {6},,,,1 = Months {2},1 = Months {5},,,,1 = Months {8},,,,,,1 = Months {34},,,1 = Months {14},,,1 = Months {48},1 = Months {32},,,1 = Months {1},,,,1 = Months {3},1 = Months {1},,,,,,,,1 = Months {2},,1 = Months {3},,,,,1 = Mois {8},,,,,,1 = Mois {3},,,,,,,1 = Months {1},,,,,,,,,,,1 = Months {3},1 = Months {7},,,,,,1 = Months {22},,,,,,,
,2,Year,2 = Years {438},,,,,,2 = AnnÃ©es {500},,,,,,,,2 = Years {755},2 = Years {44},,2 = Years {21},,2 = Years {144},,2 = Annees {1338},2 = Years {141},,,,,2 = Years {39},,,,,,,,,2 = Annees {555},,,,2 = Années {860},,,2 = Années {1145},,,,2 = Años {213},,,,,,,,,2 = Años {507},2 = AÃ±os {200},,,,,2 = AnnÃ©es {1128},,,2 = AÃ±os {2119},,2 = AÃ±os {730},,,,,,,,,,,,,2 = Years {695},,,,,,,2 = Ano {382},,,2 = Years {303},,,,,,,,,,,2 = Years {672},,,2 = Years {211},,2 = Years {101},2 = Years {55},,,,2 = Years {39},,,,2 = Years {145},,,,,,,,,,2 = Years {2476},,,,2 = Années {881},2 = Années {982},,,2 = Annees {599},,2 = AÃ±os {825},,,,2 = Years {29},1 = Years {273},,2 = Years {19},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 = Years {241},2 = Years {77},,,,,,,,,,,2 = Years {88},,,,,,2 = Years {884},,,,,,2 = AÃ±os {613},2 = Anos {355},,,,,2 = Years {56},,2 = Years {35},,,,2 = Ano {245},,,,2 = Years {60},2 = Years {58},,,,2 = Years {458},,,,,,2 = Years {214},,,2 = Years {448},,,2 = Years {605},2 = Years {713},,,2 = Years {270},,,,2 = Years {432},2 = Years {405},,,,,,,,2 = Years {38},,2 = Years {152},,,,,2 = Années {515},,,,,,2 = Années {87},,,,2 = Years {2},,,2 = Years {28},,,,,,,,,,,2 = Years {145},2 = Years {157},,,,,,2 = Years {940},,,,,,,
,8,Don't know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98 = NSP {89},,,,,,,,,9 = DK {5},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9 = No sabe/Missing {34},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,Special,9 = Special {24},,,,,,9 = SpÃ©cial(e) {44},,,,,,,,9 = Special {28},9 = Special {7},,9 = Special {4},,9 = Special {12},,9 = Special {17},9 = Special {7},,,,,9 = Special {4},,,,,,,,,9 = Special(e) {20},,,,9 = Spécial(e) {151},,,9 = Spécial(e) {564},,,,,,,,,,,,,9 = Special {84},9 = Especial {50},,,,,9 = SpÃ©cial(e) {132},,,9 = Especial {96},,9 = Especial {20},,,,,,,,,,,,,9 = Special {24},,,,,,,9 = Especial {40},,,9 = Special {12},,,,,,,,,,,9 = Special {38},,,9 = Special {26},,9 = Spez {11},9 = Special {4},,,,9 = Special {2},,,,9 = Special {25},,,,,,,,,,9 = Special {41},,,,9 = Spécial(e) {148},99 = Manquant {25},,,9 = Special(e) {21},,9 = Especial {17},,,,,9 = Special {10},,9 = Special {1},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9 = Special {5},9 = Special {1},,,,,,,,,,,9 = Special {7},,,,,,9 = Special {121},,,,,,,9 = Especial {10},,,,,9 = Special {4},,9 = Special {1},,,,9 = Special {6},,,,9 = Special {7},9 = Special {7},,,,9 = Special {52},,,,,,9 = Special {55},,,9 = Special {9},,,9 = Special {22},9 = Special {51},,,9 = Special {39},,,,9 = Missing {15},9 = Special {11},,,,,,,,9 = Special {1},,9 = Special {70},,,,,9 = Spécial(e) {36},,,,,,9 = Spécial(e) {2},,,,,,,9 = Special {9},,,,,,,,,,,9 = Special {12},9 = Special {8},,,,,,9 = Special {13},,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NA,NIU (not in universe),NA = NA {21559},,,,,,NA = NA {40625},,,,,,,,NA = NA {58805},NA = NA {1864},,NA = NA {5886},,NA = NA {4329},,NA = NA {14938},NA = NA {16674},,,,,NA = NA {4602},,,,,,,,,NA = NA {9857},,,,NA = NA {11463},,,NA = NA {16359},,,,NA = NA {5500},,,,,,,,,NA = NA {8824},NA = NA {8977},,,,,NA = NA {11947},,,NA = NA {27975},,NA = NA {14104},,,,,,,,,,,,,NA = NA {10234},,,,,,,NA = NA {10314},,,NA = NA {5487},,,,,,,,,,,NA = NA {55725},,,NA = NA {4903},,NA = NA {14107},NA = NA {12850},,,,NA = NA {6954},,,,NA = NA {23762},,,,,,,,,,NA = NA {22892},,,,NA = NA {27806},NA = NA {27806},,,NA = NA {13022},,NA = NA {12063},,,,NA = NA {9565},NA = NA {13159},,NA = NA {3582},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA = NA {5607},NA = NA {5834},,,,,,,,,,,NA = NA {14840},,,,,,NA = NA {32658},,,,,,NA = NA {9186},NA = NA {7482},,,,,NA = NA {6658},,NA = NA {1304},,,,NA = NA {2844},,,,NA = NA {5728},NA = NA {4927},,,,NA = NA {13548},,,,,,NA = NA {11265},,,NA = NA {13493},,,NA = NA {17939},NA = NA {19531},,,NA = NA {6927},,,,NA = NA {4506},NA = NA {4584},,,,,,,,NA = NA {3983},,NA = NA {22031},,,,,NA = NA {6457},,,,,,NA = NA {10422},,,,NA = NA {7691},,,NA = NA {8201},,,,,,,,,,,NA = NA {11955},NA = NA {10018},,,,,,NA = NA {14401},,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
