harmonised,label,bfir21,bfir31,bfir43,bfir61,bjir31,bjir41,bjir51,bjir61,ciir35,ciir3a,ciir61,cmir22,cmir31,cmir44,cmir61,egir01,egir21,egir33,egir41,egir51,egir5a,egir61,etir41,etir51,etir61,ghir02,ghir31,ghir41,ghir4b,ghir5a,ghir72,gnir41,gnir52,gnir62,iair23,iair42,iair52,keir03,keir33,keir3a,keir42,keir52,keir70,lbir01,lbir51,lbir6a,lsir41,lsir60,mdir21,mdir31,mdir41,mdir51,mlir01,mlir32,mlir41,mlir52,mlir6h,mwir22,mwir41,mwir4d,mwir61,mzir31,mzir41,mzir62,niir22,niir31,niir51,niir61,ngir21,ngir41,ngir4b,ngir52,ngir6a,nmir21,nmir41,nmir51,nmir61,rwir21,rwir41,rwir53,rwir61,rwir70,snir02,snir21,snir32,snir4h,snir60,snir6d,snir6r,snir70,snir7h,tdir31,tdir41,tgir01,tgir31,tzir21,tzir3a,tzir41,tzir4i,tzir63,ugir01,ugir33,ugir41,ugir52,ugir60,zmir21,zmir31,zmir42,zmir51,zmir61,zwir01,zwir31,zwir42,zwir52,zwir62,#N/A,alir50,amir42,amir54,amir61,azir52,bdir31,bdir3a,bdir41,bdir4j,bdir51,bdir61,bdir70,boir31,boir3b,boir41,boir51,brir21,brir31,buir61,cdir50,cdir61,cfir31,cgir51,cgir60,coir22,coir31,coir41,coir53,coir61,drir21,drir32,drir41,drir4a,drir52,drir61,egir4a,gair41,gair60,gmir60,guir34,guir41,gyir5i,hnir52,hnir62,htir31,htir42,htir52,htir61,idir21,idir31,idir3a,idir42,idir51,idir62,joir21,joir31,joir42,joir51,joir61,joir6c,khir42,khir51,khir61,khir71,kkir31,kkir42,kmir32,kmir61,kyir31,kyir61,lsir71,mair21,mair43,mbir53,mrir42,mvir51,ncir31,ncir41,npir31,npir41,npir51,npir60,peir21,peir31,peir41,peir51a,peir51b,peir5i,peir61,peir6a,peir6i,phir31,phir3a,phir41,phir52,phir61,pkir21,pkir52,pkir61,pyir21,rwir5a,slir51,slir61,stir50,szir51,tdir71,tgir61,tjir61,tlir61,trir31,trir41,trir4a,uair51,uzir31,vnir31,vnir41,yeir21,yeir61,zair31,zwir70,tzir7h,boir01,brir01,buir02,coir01,drir01,ecir01,esir00,guir01,idir01,mxir00,mair01,peir01,lkir02,sdir02,thir01,ttir01,tnir02,afir70,cmir61,coir71,guir71,mwir7h,mmir71,aoir71,khir73,bdir72,mdir42,mvir52,etir70,npir7h,snir7q,iair71
100,MODERN METHODS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,Pill,1 = Pill {211},1 = Pill {141},1 = Pill {296},1 = Pill {505},1 = Pill {50},1 = Pill {90},1 = Pill {227},1 = Pill {212},1 = Pill {213},1 = Pill {150},1 = Pill {597},1 = Pill {65},1 = Pill {128},1 = Pill {145},1 = Pill {257},1 = Pill {1296},1 = Pill {1204},1 = Pill {1389},1 = Pill {1417},1 = Pill {1961},1 = Pill {1911},1 = Pill {3457},1 = Pill {408},1 = Pill {303},1 = Pill {301},1 = Pill {73},1 = Pill {130},1 = Pill {140},1 = Pill {218},1 = Pill {167},1 = Pill {351},1 = Pill {141},1 = Pill {124},1 = Pill {146},1 = Pill {1127},1 = Pill {2096},1 = Pill {3503},1 = Pill {368},1 = Pill {515},1 = Pill {483},1 = Pill {399},1 = Pill {390},1 = Pill {1439},1 = Pill {233},1 = Pill {272},1 = Pill {441},1 = Pill {486},1 = Pill {567},1 = Pill {82},1 = Pill {133},1 = Pill {340},1 = Pill {772},1 = Pill {46},1 = Pill {335},1 = Pill {348},1 = Pill {440},1 = Pill {301},1 = Pill {98},1 = Pill {306},1 = Pill {178},1 = Pill {428},1 = Pill {239},1 = Pill {768},1 = Pill {767},1 = Pill {201},1 = Pill {255},1 = Pill {362},1 = Pill {683},1 = Pill {155},1 = Pill {214},1 = Pill {146},1 = Pill {457},1 = Pill {762},1 = Pill {377},1 = Pill {431},1 = Pill {510},1 = Pill {447},1 = Pill {144},1 = Pill {60},1 = Pill {140},1 = Pill {530},1 = Pill {610},1 = pill {65},1 = Pill {126},1 = Pill {205},1 = Pill {302},1 = Pill {358},1 = Pill {244},1 = pill {476},1 = Pill {232},1 = pill {233},1 = Pill {72},1 = Pill {55},1 = Pill {20},1 = Pill {92},1 = Pill {233},1 = Pill {425},1 = Pill {196},1 = Pill {474},1 = Pill {506},1 = Pill {90},1 = Pill {234},1 = Pill {234},1 = Pill {184},1 = Pill {187},1 = Pill {232},1 = Pill {380},1 = Pill {553},1 = Pill {543},1 = Pill {1210},1 = Pill {989},1 = Pill {1403},1 = Pill {1311},1 = Pill {2334},1 = Pill {2423},1 = Pill {421},1 = pill {107},1 = pill {43},1 = pill {38},1 = pill {50},1 = pill {52},1 = pill {1629},1 = pill {1749},1 = pill {2203},1 = pill {2685},1 = pill {2761},1 = pill {4506},1 = pill {4504},1 = pill {172},1 = pill {245},1 = pill {474},1 = pill {459},1 = pill {568},1 = pill {1786},1 = pill {145},1 = pill {80},1 = pill {115},1 = pill {64},1 = pill {136},1 = pill {185},1 = pill {749},1 = pill {983},1 = pill {948},1 = pill {2659},1 = pill {3196},1 = pill {433},1 = pill {705},1 = pill {128},1 = pill {2142},1 = pill {2721},1 = pill {1137},1 = pill {812},1 = pill {209},1 = pill {217},1 = Pill {158},1 = pill {247},1 = pill {164},1 = pill {267},1 = pill {1248},1 = Pill {1548},1 = pill {108},1 = pill {145},1 = pill {205},1 = pill {217},1 = pill {3066},1 = pill {4259},1 = pill {4252},1 = pill {3825},1 = pill {4233},1 = pill {4487},1 = pill {272},1 = pill {348},1 = pill {406},1 = pill {812},1 = pill {774},1 = pill {1008},1 = pill {413},1 = pill {1202},1 = pill {1769},1 = pill {2024},1 = pill {62},1 = pill {131},1 = pill {57},1 = Pill {105},1 = pill {56},1 = Pill {108},1 = pill {612},1 = pill {1438},1 = pill {3553},1 = pill {231},1 = pill {128},1 = pill {361},1 = pill {1256},1 = pill {1250},1 = pill {115},1 = pill {147},1 = pill {271},1 = pill {403},1 = pill {625},1 = pill {1248},1 = pill {1324},1 = pill {892},1 = pill {1313},1 = Pill {1313},1 = Pill {1309},1 = Pill {1335},1 = Pill {1490},1 = pill {783},1 = pill {858},1 = pill {1171},1 = pill {1406},1 = Pill {1922},1 = pill {65},1 = pill {248},1 = Pill {302},1 = pill {512},1 = pill {259},1 = pill {254},1 = Pill {866},1 = pill {295},1 = pill {298},1 = pill {54},1 = pill {158},1 = Pill {155},1 = pill {124},1 = pill {304},1 = pill {251},1 = pill {353},1 = pill {269},1 = pill {52},1 = pill {221},1 = pill {350},1 = pill {230},1 = pill {1754},1 = pill {1036},1 = pill {2588},1 = pill {486},1 = pill {133},1 = pill {933},1 = pill {29},1 = pill {514},1 = pill {409},1 = pill {262},1 = pill {228},1 = pill {140},1 = pill {1492},1 = pill {604},1 = pill {1247},1 = pill {200},1 = pill {207},1 = pill {208},1 = pill {1170},1 = pill {376},1 = pill {355},1 = pill {1661},1 = pill {257},1 = pill {2047},1 = pill {589},1 = pill {421},1 = pill {1008},1 = pill {297},1 = pill {2024},1 = pill {4504},1 = pill {340},1 = pill {361},1 = pill {243},1 = pill {462},1 = pill {214},1 = pill {21623}
111,   Daily pill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,   Monthly pill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17 = monthly pill/chinese pill {248},17 = monthly/chinese pill {176},17 = monthly pill {46},18 = chinese (monthly) pill {20},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18 = chinese (monthly) pill {20},,,,,,,
101,IUD,2 = IUD {77},2 = IUD {32},2 = IUD {33},2 = IUD {33},2 = IUD {19},2 = IUD {34},2 = IUD {82},2 = IUD {68},2 = IUD {20},2 = IUD {11},2 = IUD {11},2 = IUD {18},2 = IUD {27},2 = IUD {23},2 = IUD {29},2 = IUD {1274},2 = IUD {2405},2 = IUD {3521},2 = IUD {4844},2 = IUD {5996},2 = IUD {5096},2 = IUD {5779},2 = IUD {40},2 = IUD {36},2 = IUD {48},2 = IUD {22},2 = IUD {31},2 = IUD {24},2 = IUD {32},2 = IUD {8},2 = IUD {38},2 = IUD {12},2 = IUD {6},2 = IUD {17},2 = IUD {2075},2 = IUD {1921},2 = IUD {2049},2 = IUD {266},2 = IUD {200},2 = IUD {131},2 = IUD {136},2 = IUD {105},2 = IUD {614},2 = IUD {31},2 = IUD {10},2 = IUD {4},2 = IUD {104},2 = IUD {83},2 = IUD {31},2 = IUD {33},2 = IUD {40},2 = IUD {38},2 = IUD {7},2 = IUD {30},2 = IUD {19},2 = IUD {12},2 = IUD {43},2 = IUD {16},2 = IUD {15},2 = IUD {11},2 = IUD {32},2 = IUD {70},2 = IUD {22},2 = IUD {25},2 = IUD {31},2 = IUD {15},2 = IUD {15},2 = IUD {11},2 = IUD {99},2 = IUD {135},2 = IUD {49},2 = IUD {209},2 = IUD {304},2 = IUD {62},2 = IUD {47},2 = IUD {43},2 = IUD {42},2 = IUD {16},2 = IUD {8},2 = IUD {18},2 = IUD {39},2 = IUD {105},2 = iud {27},2 = IUD {76},2 = IUD {85},2 = IUD {32},2 = IUD {43},2 = IUD {35},2 = iud {74},2 = IUD {39},2 = iud {51},2 = IUD {5},2 = IUD {2},2 = IUD {20},2 = IUD {67},2 = IUD {28},2 = IUD {41},2 = IUD {23},2 = IUD {12},2 = IUD {39},2 = IUD {11},2 = IUD {33},2 = IUD {19},2 = IUD {9},2 = IUD {35},2 = IUD {25},2 = IUD {21},2 = IUD {3},2 = IUD {4},2 = IUD {111},2 = IUD {29},2 = IUD {37},2 = IUD {39},2 = IUD {17},2 = IUD {15},2 = IUD {28},2 = iud {57},2 = iud {364},2 = iud {382},2 = iud {348},2 = iud {493},2 = iud {199},2 = iud {147},2 = iud {129},2 = iud {62},2 = iud {93},2 = iud {127},2 = iud {97},2 = iud {424},2 = iud {764},2 = iud {1189},2 = iud {962},2 = iud {25},2 = iud {98},2 = iud {143},2 = iud {11},2 = iud {18},2 = iud {2},2 = iud {4},2 = iud {2},2 = iud {657},2 = iud {797},2 = iud {899},2 = iud {2594},2 = iud {2427},2 = iud {85},2 = iud {124},2 = iud {20},2 = iud {282},2 = iud {278},2 = iud {109},2 = iud {2705},2 = iud {5},2 = iud {3},2 = IUD {27},2 = iud {126},2 = iud {51},2 = iud {216},2 = iud {745},2 = IUD {901},2 = iud {8},2 = iud {10},2 = iud {1},2 = iud {6},2 = iud {2775},2 = iud {2701},2 = iud {2139},2 = iud {1856},2 = iud {1374},2 = iud {1276},2 = iud {890},2 = iud {1186},2 = iud {1171},2 = iud {2134},2 = iud {1905},2 = iud {2106},2 = iud {101},2 = iud {161},2 = iud {336},2 = iud {520},2 = iud {1029},2 = iud {1437},2 = iud {7},2 = IUD {4},2 = iud {1072},2 = iud {1383},2 = iud {60},2 = iud {165},2 = iud {473},2 = iud {1285},2 = iud {41},2 = iud {41},2 = iud {749},2 = iud {420},2 = iud {26},2 = iud {38},2 = iud {49},2 = iud {137},2 = iud {1148},2 = iud {1976},2 = iud {1258},2 = iud {508},2 = iud {441},2 = IUD {441},2 = IUD {337},2 = IUD {304},2 = IUD {331},2 = iud {296},2 = iud {364},2 = iud {371},2 = iud {354},2 = IUD {358},2 = iud {83},2 = iud {194},2 = IUD {379},2 = iud {193},2 = iud {12},2 = iud {27},2 = IUD {59},2 = iud {5},2 = iud {41},2 = iud {8},2 = iud {54},2 = IUD {1229},2 = iud {103},2 = iud {1160},2 = iud {1116},2 = iud {1467},2 = iud {837},2 = iud {1442},2 = iud {2034},2 = iud {1982},2 = iud {86},2 = iud {839},2 = iud {116},2 = iud {46},2 = iud {78},2 = iud {258},2 = iud {41},2 = iud {24},2 = iud {363},2 = iud {130},2 = iud {293},2 = iud {122},2 = iud {64},2 = iud {1900},2 = iud {610},2 = iud {158},2 = iud {222},2 = iud {105},2 = iud {36},2 = iud {340},2 = iud {121},2 = iud {681},2 = iud {360},2 = iud {29},2 = iud {1092},2 = iud {233},2 = iud {190},2 = iud {201},2 = iud {11},2 = iud {520},2 = iud {97},2 = iud {40},2 = iud {41},2 = iud {195},2 = iud {141},2 = iud {74},2 = iud {9554}
102,Norplant/Implants,11 = Norplant {0},11 = Norplant {16},11 = Norplant {142},11 = Implants/Norplant {543},11 = Norplant {0},11 = Norplant {16},11 = Norplant {86},11 = Implants/Norplant {126},11 = Norplant {0},11 = Norplant {3},11 = Implants/Norplant {12},11 = Norplant {0},11 = Norplant {2},11 = Norplant {34},11 = Implants/Norplant {81},11 = Norplant {0},11 = Norplant {1},11 = Norplant {1},11 = Norplant {33},11 = Norplant {189},11 = Norplant {78},11 = Implants/Norplant {132},,,11 = Implants/Norplant {326},11 = Norplant {0},11 = Norplant {1},11 = Norplant {7},11 = Norplant {45},11 = Norplant {34},11 = Implants/Norplant {359},11 = Norplant {0},11 = Norplant {0},11 = Implants/Norplant {9},11 = Norplant {0},11 = Norplant {0},11 = Implant {2},11 = Norplant {0},11 = Norplant {2},11 = Norplant {45},11 = Norplant {95},11 = Norplant {108},11 = Implants/Norplant {1969},11 = Norplant {0},11 = Norplant {1},11 = Implants/Norplant {193},11 = Norplant {0},11 = Norplant {4},11 = Norplant {0},11 = Norplant {23},11 = Norplant {21},11 = Norplant {240},,11 = Norplant {10},11 = Norplant {8},11 = Norplant {20},11 = Implants/Norplant {262},11 = Norplant {0},11 = Norplant {11},11 = Norplant {40},11 = Norplant {289},11 = Norplant {0},11 = Norplant {0},11 = Implants/Norplant {2},11 = Norplant {0},11 = Norplant {1},11 = Norplant {1},11 = Implants/Norplant {42},11 = Norplant {0},11 = Norplant {4},11 = Norplant {1},11 = Norplant {13},11 = Implants/Norplant {101},11 = Norplant {0},11 = Norplant {0},11 = Norplant {7},11 = Implants/Norplant {13},11 = Norplant {14},11 = Norplant {11},11 = Norplant {13},11 = Implants/Norplant {493},11 = Implants/Norplant {645},11 = norplant {0},11 = Norplant {3},11 = Norplant {10},11 = Norplant {64},11 = Implants/Norplant {129},11 = Implants/Norplant {153},11 = implants/norplant {430},11 = Implants/Norplant {277},11 = implants/norplant {340},11 = Norplant {0},11 = Norplant {0},11 = Norplant {0},11 = Norplant {42},,11 = Norplant {4},11 = Norplant {7},11 = Norplant {32},11 = Norplant {161},11 = Norplant {0},11 = Norplant {3},11 = Norplant {23},11 = Norplant {23},11 = Implants/Norplant {166},11 = Norplant {0},11 = Norplant {0},11 = Norplant {15},11 = Norplant {23},11 = Implants/Norplant {667},11 = Norplant {0},11 = Norplant {5},11 = Norplant {14},11 = Norplant {70},11 = Implants/Norplant {226},11 = Implants/Norplant {337},11 = norplant {},11 = norplant {1},11 = norplant {},11 = implants/norplant {},11 = norplant {},11 = norplant {},11 = norplant {9},11 = norplant {43},11 = norplant {78},11 = norplant {84},11 = implants/norplant {187},11 = implants/norplant {274},11 = norplant {2},11 = norplant {1},11 = norplant {},11 = norplant {},11 = norplant {},11 = norplant {},11 = implants/norplant {45},11 = norplant {1},11 = implants/norplant {70},11 = norplant {},11 = norplant {1},11 = implants/norplant {6},11 = norplant {},11 = norplant {44},11 = norplant {15},11 = norplant {92},11 = norplant {1167},11 = norplant {4},11 = norplant {33},11 = norplant {3},11 = norplant {67},11 = norplant {101},11 = implants/norplant {35},11 = norplant {80},11 = norplant {},11 = implants/norplant {3},11 = Implants/Norplant {22},11 = norplant {},11 = norplant {},11 = norplant {7},11 = norplant {},11 = Implants/Norplant {1},11 = implants  / norplant {41},11 = norplant {126},11 = norplant {99},11 = implants/norplant {181},11 = norplant {621},11 = norplant {1072},11 = norplant {1373},11 = norplant {1298},11 = norplant {934},11 = implants/norplant {1236},11 = norplant {},11 = norplant {5},11 = norplant {2},11 = norplant {4},11 = norplant {6},11 = implants/norplant {37},11 = norplant {9},11 = norplant {21},11 = norplant {71},11 = norplant {279},,11 = norplant {},11 = norplant {},11 = Implants/Norplant {56},,11 = Implants/Norplant {},11 = implants/norplant {77},11 = norplant {},11 = norplant {},11 = norplant {},11 = norplant {1},11 = norplant {16},11 = norplant {1},11 = norplant {},11 = norplant {33},11 = norplant {56},11 = implants {55},11 = implants/norplant {133},11 = norplant {},11 = norplant {39},11 = norplant {38},11 = norplant {6},11 = norplant {12},11 = Norplant {10},11 = Norplant {8},11 = Norplant {6},11 = Norplant {7},11 = norplant {},11 = norplant {},11 = norplant {1},11 = norplant {},11 = Implants/Norplant {3},11 = norplant {},11 = norplant {9},11 = Implants/Norplant {16},11 = norplant {},11 = norplant {70},11 = norplant {},11 = Implants/Norplant {726},11 = norplant {},11 = norplant {4},11 = implants/norplant {110},11 = implants/norplant {382},11 = Implants/Norplant {2},11 = norplant {70},11 = norplant {},11 = norplant {},11 = norplant {},11 = norplant {},,11 = norplant {},11 = norplant {},11 = norplant {},11 = implants/norplant {97},11 = norplant {},11 = implants/norplant {840},11 = implants/norplant {696},11 = norplant {},11= norplant {},11 = norplant {},11 = norplant {},11 = norplant {6},11 = norplant {1},11 = norplant {},11 = norplant {},11 = norplant {37},11 = norplant {},11 = norplant {},11 = norplant {},11 = norplant {},11 = norplant {},11 = norplant {4},11 = norplant {},11 = norplant {},11 = implants/norplant {24},11 = implants/norplant {81},11 = implants/norplant {1973},11 = implants/norplant {283},11 = implants/norplant {2315},11 = implants/norplant {89},11 = implants/norplant {31},11 = norplant {279},11 = implants/norplant {274},11 = norplant {21},11 = norplant {},11 = implants/norplant {779},11 = implants/norplant {343},11 = implants/norplant {468},
103,Condom,5 = Condom {91},5 = Condom {210},5 = Condom {511},5 = Condom {526},5 = Condom {54},5 = Condom {144},5 = Condom {443},5 = Condom {531},5 = Condom {156},5 = Condom {170},5 = Condom {478},5 = Condom {49},5 = Condom {235},5 = Condom {1005},5 = Condom {1628},5 = Condom {204},5 = Condom {179},5 = Condom {217},5 = Condom {161},5 = Condom {191},5 = Condom {104},5 = Condom {123},5 = Condom {120},5 = Condom {92},5 = Condom {107},5 = Condom {14},5 = Condom {119},5 = Condom {121},5 = Condom {220},5 = Condom {167},5 = Condom {207},5 = Condom {94},5 = Condom {187},5 = Condom {219},5 = Condom {2981},5 = Condom {3166},5 = Condom {5923},5 = Condom {32},5 = Condom {81},5 = Condom {108},5 = Condom {145},5 = Condom {259},5 = Condom {786},5 = Condom {10},5 = Condom {246},5 = Condom {58},5 = Condom {428},5 = Condom {727},5 = Condom {48},5 = Condom {63},5 = Condom {177},5 = Condom {176},5 = Condom {1},5 = Condom {76},5 = Condom {68},5 = Condom {76},5 = Condom {17},5 = Condom {93},5 = Condom {277},5 = Condom {201},5 = Condom {631},5 = Condom {56},5 = Condom {570},5 = Condom {573},5 = Condom {10},5 = Condom {16},5 = Condom {9},5 = Condom {14},5 = Condom {61},5 = Condom {185},5 = Condom {285},5 = Condom {1345},5 = Condom {1837},5 = Condom {24},5 = Condom {605},5 = Condom {1570},5 = Condom {1591},5 = Condom {30},5 = Condom {71},5 = Condom {105},5 = Condom {261},5 = Condom {289},5 = condom {6},5 = Condom {45},5 = Condom {87},5 = Condom {203},5 = Condom {106},5 = Condom {77},5 = condom {161},5 = Condom {84},5 = condom {76},5 = Condom {35},5 = Condom {44},5 = Condom {21},5 = Condom {279},5 = Condom {63},5 = Condom {106},5 = Condom {126},5 = Condom {257},5 = Condom {329},5 = Condom {1},5 = Condom {160},5 = Condom {335},5 = Condom {271},5 = Condom {292},5 = Condom {97},5 = Condom {267},5 = Condom {305},5 = Condom {391},5 = Condom {573},5 = Condom {38},5 = Condom {152},5 = Condom {144},5 = Condom {178},5 = Condom {338},5 = Condom {50},5 = condom {232},5 = condom {266},5 = condom {316},5 = condom {448},5 = condom {102},5 = condom {297},5 = condom {348},5 = condom {479},5 = condom {502},5 = condom {538},5 = condom {1010},5 = condom {1109},5 = condom {79},5 = condom {195},5 = condom {560},5 = condom {649},5 = condom {68},5 = condom {500},5 = condom {101},5 = condom {504},5 = condom {751},5 = condom {77},5 = condom {760},5 = condom {1479},5 = condom {148},5 = condom {340},5 = condom {608},5 = condom {2483},5 = condom {3633},5 = condom {35},5 = condom {82},5 = condom {14},5 = condom {331},5 = condom {649},5 = condom {365},5 = condom {74},5 = condom {458},5 = condom {1289},5 = Condom {76},5 = condom {110},5 = condom {49},5 = condom {628},5 = condom {424},5 = Condom {798},5 = condom {124},5 = condom {288},5 = condom {544},5 = condom {741},5 = condom {209},5 = condom {232},5 = condom {187},5 = condom {259},5 = condom {414},5 = condom {531},5 = condom {47},5 = condom {125},5 = condom {182},5 = condom {483},5 = condom {564},5 = condom {722},5 = condom {83},5 = condom {282},5 = condom {319},5 = condom {290},5 = condom {133},5 = condom {232},5 = condom {48},5 = Condom {115},5 = condom {174},5 = Condom {414},5 = condom {1199},5 = condom {46},5 = condom {124},5 = condom {550},5 = condom {36},5 = condom {606},5 = condom {204},5 = condom {251},5 = condom {163},5 = condom {262},5 = condom {400},5 = condom {491},5 = condom {256},5 = condom {680},5 = condom {948},5 = condom {1063},5 = condom {1528},5 = Condom {1676},5 = Condom {1723},5 = Condom {1837},5 = Condom {2061},5 = condom {89},5 = condom {127},5 = condom {163},5 = condom {212},5 = Condom {214},5 = condom {193},5 = condom {587},5 = Condom {1253},5 = condom {92},5 = condom {111},5 = condom {101},5 = Condom {93},5 = condom {164},5 = condom {699},5 = condom {82},5 = condom {488},5 = Condom {169},5 = condom {8},5 = condom {417},5 = condom {499},5 = condom {776},5 = condom {1369},5 = condom {76},5 = condom {338},5 = condom {327},5 = condom {8},5 = condom {84},5 = condom {203},5 = male condom {468},5 = male condom {395},5 = condom {19},5 = condom {53},3 = condom {3},5 = condom {49},5 = condom {41},5 = condom {19},5 = condom {41},5 = condom {39},5 = condom {236},5 = condom {123},5 = condom {29},5 = condom {23},5 = condom {98},5 = condom {6},5 = condom {84},5 = condom {314},5 = condom {51},5 = male condom {767},5 = condom {1628},5 = male condom {2365},5 = condom {782},5 = male condom {678},5 = male condom {82},5 = male condom {661},5 = condom {290},5 =condom {1109},5 = condom {177},5 = condom {606},5 = male condom {48},5 = male condom {440},5 = condom {53},5 = condom {29517}
104,Female Condom,,,14 = Female condom {0},14 = Female condom {4},,14 = Female condom {0},14 = Female condom {3},14 = Female condom {7},,,14 = Female condom {4},,,14 = Female condom {1},14 = Female condom {21},,,,14 = Female condom {0},14 = Female condom {0},14 = Female condom {0},,14 = Female condom {0},14 = Female condom-NA {0},14 = Female condom {1},,,,14 = Female condom {7},14 = Female condom {1},14 = Female condom {3},,14 = Female condom {0},14 = Female condom {2},,,14 = Female condom {5},,,,14 = Female condom {1},14 = Female condom {1},14 = Female condom {11},,14 = Female condom {1},14 = Female condom {0},14 = Female condom {2},14 = Female condom {16},,,14 = Female condom {0},14 = Female condom {1},,,14 = Female condom {1},14 = Female condom {3},14 = Female condom {1},,14 = Female condom {0},14 = Female condom {0},14 = Female condom {17},,14 = Female condom {0},14 = Female condom {13},,,14 = Female condom {1},14 = Female condom {2},,,14 = Female condom {2},14 = Female condom {10},14 = Female condom {7},,14 = Female condom {5},14 = Female condom {32},14 = Female condom {36},,14 = Female condom {0},14 = Female condom {0},14 = Female condom {0},14 = Female condom {1},,,,14 = Female condom {2},14 = Female condom {1},14 = Female condom {0},,14 = Female condom {0},,,14 = Female condom {1},,,,,14 = Female condom {3},14 = Female condom {1},,,,14 = Female condom {0},14 = Female condom {0},14 = Female condom {0},,,14 = Female condom {3},14 = Female condom {4},14 = Female condom {10},,,14 = Female condom {1},14 = Female condom {4},14 = Female condom {20},14 = Female condom {1},14 = female condom {1},14 = female condom {1},14 = female condom {1},14 = female condom {},14 = female condom {},,,14 = lactational amenorrhea {3},14 = female condom {},14 = female condom {},14 = female condom {},,,,14 = female condom {3},14 = female condom {},,,14 = female condom {2},14 = female condom {3},14 = female condom {9},,14 = female condom {4},14 = female condom {5},,,14 = female condom {},14 = female condom {},14 = female condom {},,,13 = female condom {},14 = female condom {},14 = female condom {},14 = female condom {},14 = female condom {},14 = female condom {1},14 = female condom {7},14 = Female condom {1},,,14 = female condom {3},14 = female condom {},14 = Female condom {1},,14 = female condom {},14 = female condom {3},14 = female condom {3},,,,14 = female condom {},,14 = female condom {},,,14 = female condom {},14 = female condom {},14 = female condom {2},14 = female condom {},14 = female condom {},14 = female condom {},14 = female condom {3},14 = female condom {1},,13 = female condom {},,14 = Female condom {2},,14 = Female condom {},14 = female condom {13},,14 = female condom {},14 = female condom {},15 = sp3/female condom {},14 = female condom {},,14 = female condom {},,14 = female condom {},14 = female condom {},14 = female condom {},,,14 = female condom {},14 = female condom {},14 = female condom {},14 = Female condom {},14 = Female condom {},14 = Female condom {},14 = Female condom {},,,14 = female condom {},14 = female condom {},,,14 = female condom {},14 = Female condom {},,14 = female condom {1},14 = female condom {},14 = Female condom {1},14 = female condom {},14 = female condom {7},14 = female condom {},14 = female condom {2},14 = Female condom {},14 = female condom {},,,14 = female condom {},14 = female condom {},,,,,14 = female condom {1},,14 = female condom {15},14 = female condom {2},,,,,,,,,,,,,,,,,,14 = female condom {},14 = female condom {21},14 = female condom {},14 = female condom {},14 = female condom {7},14 = female condom {},14 = female condom {8},14 = female condom {1},,14 = female condom {},14 = female condom {},14 = female condom {},14 = female condom {},14 = female condom {},14 = female condom {126}
